Name,Purchase Date,Product,Price
wiLlIAmS LInda,2024-02-08,Camera,869.12
sMitH joHN,2024/03/03,Camera,409.36
broWN SARAH,04/01/2024,Camera,542
smIth jOHn,01-01-2024,Laptop,205.32 USD
JOhnson John,2024/02/06,Laptop,868 EURO
smITH Karen,2024/01/04,Camera,218.75 USD
brown jOhN,04/01/2024,Laptop,474
BRowN KAreN,2024-01-23,Phone,123.69
JoHnsOn lInda,2024-02-05,Laptop,19 USD
jOnES lInDa,2024/02/06,Laptop,421 USD
jOneS kArEn,2024/02/05,Camera,962 USD
JoHNSoN SARAH,03-04-2024,Laptop,550.05 USD
JoneS KarEn,01-27-2024,Camera,633.76 EURO
BROwn mICHAEL,01-21-2024,Camera,99 USD
SMItH KAReN,2024-02-21,Headphones,785 EURO
JohnsON sARAH,02-14-2024,Phone,173
BrOWn KaReN,2024-01-14,Phone,278.34 USD
wiLLIamS liNDa,02-19-2024,Headphones,737 EURO
JohNsON lINdA,2024-02-29,Headphones,885.13
SMITh liNDa,2024/01/25,Laptop,832.71
WilLiAMs LInda,2024-02-01,Headphones,949
wIllIaMs MiCHAEl,2024/02/24,Camera,831.86
JoHNSOn sarah,2024/01/19,Watch,838.85 USD
WILLiAMs JOHn,23/01/2024,Watch,330.93
wiLlIAms SaRAh,02-23-2024,Phone,245 EURO
brOwn miChAEl,2024-01-04,Laptop,660 USD
JOhNsOn kaReN,2024-02-21,Headphones,801.6
BrOwn lINda,01-12-2024,Headphones,390 EURO
JohNsOn mIcHaeL,02-10-2024,Headphones,58.93
johnSon lINdA,2024-01-17,Phone,91
JOnES jOhn,2024/01/15,Phone,429.91
JohNSOn mIChAeL,02-03-2024,Camera,685.95 EURO
sMitH lInda,01-15-2024,Laptop,691 EURO
bRown MIchAEL,03-03-2024,Phone,883
BRowN SAraH,06/02/2024,Watch,672.59
SMiTH JoHN,06/01/2024,Watch,462 EURO
johnson KarEn,2024/02/24,Laptop,102
wiLliAMs MiChael,01-31-2024,Laptop,699.49
wIlLiams joHN,2024/01/11,Laptop,795
bROwN LINda,02/01/2024,Laptop,62.51 USD
wILLIamS LinDA,03/02/2024,Camera,38 USD
JONES KAREN,02-05-2024,Watch,463.48
brOwN karEn,2024-01-29,Phone,859.81 USD
jONeS MICHaeL,17/02/2024,Watch,492.68 EURO
joNeS linDa,17/02/2024,Laptop,191
brown kAReN,2024-01-12,Watch,708.7 USD
joHNSon john,2024-02-20,Headphones,210.22
SMItH MiChaEL,2024-01-19,Laptop,443 EURO
wIllIAMs jOHN,30/01/2024,Headphones,876.83 USD
jOHnsON lInDA,01-08-2024,Phone,814
JOhNson mIchaeL,2024-02-06,Camera,248.28 USD
WiLlIAms LINdA,2024/01/05,Watch,497
JOnEs LiNda,25/01/2024,Headphones,367.49 USD
wilLiaMS kaREN,2024/02/14,Phone,209.96 USD
JOhNSoN KArEN,2024-03-01,Phone,704
Jones kArEn,02-11-2024,Watch,402.7 USD
wIlliAmS john,26/01/2024,Phone,61.13 USD
BROWn JOHn,01/03/2024,Camera,249.46 USD
joNes LiNdA,2024/01/15,Phone,288.73
WIlLiams MIChaeL,02-12-2024,Phone,160 USD
WIlliAmS LINdA,01-19-2024,Camera,619.0
willIAMS Linda,2024-01-01,Laptop,765.72
SMiTH kAREN,31/01/2024,Watch,184.89 EURO
williAms SARAH,03-02-2024,Laptop,338 USD
WiLliAMs kARen,01-02-2024,Phone,399.48
smitH LiNDa,02-27-2024,Phone,375
jONeS KARen,01-20-2024,Phone,384 EURO
joneS kaREn,02-17-2024,Phone,425.6 USD
joNES miChaEl,01-12-2024,Camera,666.55 USD
joNeS mIChAel,2024/02/09,Headphones,496
joNEs SaRAH,2024-01-19,Phone,657.33
BRoWN SARah,2024-03-01,Phone,462.22
jOnEs KAren,02-04-2024,Phone,723
JoHnsON sARaH,13/02/2024,Laptop,785
JohNsoN lINDa,2024-03-04,Phone,451 EURO
SMiTH karEN,01-01-2024,Headphones,714
wIlLIaMS joHn,09/02/2024,Laptop,867.28 EURO
smITh joHN,2024/02/13,Camera,875 EURO
SmitH saraH,2024-01-02,Camera,27.07
SMIth LinDA,19/01/2024,Phone,458 EURO
browN kareN,02-27-2024,Laptop,494.3
JoNes KAREn,29/01/2024,Camera,956 EURO
SMITH mIChAel,02-18-2024,Phone,789.15
browN LINDa,2024-02-10,Phone,698.19 USD
SMItH liNdA,2024-01-10,Watch,577 EURO
wILLiAMs sARah,2024-01-31,Headphones,413.37 EURO
WIlLiAMs KAren,2024-01-10,Phone,582
sMITh SaRaH,2024-02-26,Watch,857 EURO
WILLiAMs JOHn,2024-01-13,Laptop,571.72 USD
joNeS LiNda,27/01/2024,Laptop,190.04
JONES micHAEL,18/01/2024,Watch,713.07
smIth JoHn,29/02/2024,Laptop,645.84 USD
SmitH jOhn,2024/02/09,Headphones,352 USD
WiLlIaMS MIChAEl,19/01/2024,Phone,557 USD
wiLLIams SArAh,27/02/2024,Headphones,945
jOHnSOn karEn,2024/01/18,Laptop,26.08 USD
JoNes KAreN,2024-01-22,Watch,228.0 EURO
SmiTH MIcHaeL,05/01/2024,Camera,547
SMiTh KArEn,2024/02/11,Watch,920.24 USD
WILlIams liNDa,02-28-2024,Phone,963.23
JOnEs MIChAeL,01-30-2024,Headphones,504.91 EURO
joNEs michaEl,2024/01/04,Headphones,148.92 EURO
SmiTh LINdA,26/01/2024,Phone,250 USD
JOHNSon MichAeL,2024/01/05,Watch,950.23
browN JOHn,2024-01-23,Laptop,890.28
brOWN John,2024/02/29,Watch,479 USD
BROWN sArAH,12/02/2024,Phone,448 EURO
jOHNSoN JohN,04/02/2024,Laptop,461
wiLliaMs kaRen,2024-01-26,Phone,175.06
WillIaMs mICHaEl,01-18-2024,Laptop,986.3 EURO
SMITH MichAel,02-18-2024,Headphones,81.7
Jones LiNda,21/01/2024,Camera,128
williamS LInda,03/01/2024,Camera,669.93 EURO
joNes KAREN,13/01/2024,Phone,571.77 USD
sMItH JOHn,2024/01/31,Phone,104.22 USD
JoneS linDA,2024/02/08,Watch,433
brown LIndA,03-01-2024,Headphones,724 EURO
SMITh mICHael,28/01/2024,Watch,46 EURO
BrOWn mIcHaEl,03-02-2024,Laptop,266 USD
bRoWN LINDA,2024-03-02,Watch,892.48 USD
BroWN michAEL,2024-02-21,Camera,409.04 USD
wIlLIamS lINDa,2024-02-12,Camera,839.08
wIlliaMs micHaeL,2024/02/03,Camera,765 EURO
WIlliAMS miCHaeL,18/01/2024,Laptop,820.13 EURO
brOwn KarEn,2024-01-26,Camera,40
SMiTh LiNda,2024/01/20,Laptop,317 USD
BRoWn LiNDa,31/01/2024,Headphones,76.84 EURO
wIlliAmS miCHAel,2024/01/27,Headphones,587
jONes kaReN,02-19-2024,Camera,389 EURO
brOwn saRAH,04/02/2024,Watch,830 EURO
WIlLiaMs KAREN,2024-01-29,Phone,505.39
BROwn MICHaeL,2024-01-05,Phone,250.8
SMITH MIcHAeL,13/02/2024,Phone,171
JOhnSON Linda,2024-01-21,Laptop,67.19
SmITH miChaEL,2024-02-10,Watch,64.05
bRowN kAreN,2024/01/08,Laptop,346.68
WILlIamS sarah,02-13-2024,Laptop,305.71 EURO
JOnEs KArEN,2024/01/27,Headphones,631
browN liNda,02-27-2024,Laptop,246 USD
wIlLIAMs lINda,28/02/2024,Watch,399.44 USD
WIlLIAMS John,19/02/2024,Phone,570.93 EURO
jOnEs sArAh,01-07-2024,Headphones,832.59 EURO
jOHNsOn johN,2024/02/17,Phone,373 EURO
BrowN joHN,2024-01-06,Laptop,180 EURO
WilliAms sarah,2024/02/09,Camera,561.49 EURO
Jones SarAH,2024/01/02,Watch,721.61
smITH sarAH,2024/02/05,Phone,75.87
SmItH lIndA,2024-01-17,Phone,702 USD
wiLLIaMS MichAel,2024-02-18,Headphones,605.38
sMITH miCHaEl,09/02/2024,Watch,539 EURO
jonES kaREn,2024-01-07,Camera,225.13
JohnsON mIchaeL,2024/02/11,Laptop,255
WiLLiAMs KArEN,2024/01/22,Watch,594 USD
jonES John,01-11-2024,Watch,921
Brown SArAH,2024-01-29,Laptop,715.35 USD
JONes joHN,2024/02/18,Headphones,453.29 USD
broWn LINda,03/02/2024,Camera,99.25
bROwN michaEL,02-14-2024,Headphones,846.77 EURO
BroWn lINDA,04/02/2024,Headphones,725 USD
JONEs jOHN,09/01/2024,Watch,158 USD
jOnes saRah,02-13-2024,Phone,152.44
BROwN KaREN,17/01/2024,Watch,835 EURO
SMitH JoHN,2024-03-04,Phone,620
bROwn SaRAH,02-29-2024,Phone,393.79
wiLlIAMS SArAH,2024-02-03,Phone,256 EURO
WILliams MicHaEL,2024-03-03,Phone,438.22 USD
wILlIaMs SARah,22/02/2024,Watch,478.31 USD
BrOwn LINDA,02-09-2024,Camera,981 EURO
BrOwn JOHn,12/01/2024,Laptop,983
JohnSOn michAEl,02-22-2024,Camera,501.21
wILLiAmS kaRen,2024-01-26,Phone,511 USD
BroWn SarAH,2024-01-24,Laptop,473.18
SmItH John,2024/03/03,Phone,544.0 USD
SMiTH SArAh,02-09-2024,Camera,273.09
SMiTH joHN,2024/02/07,Camera,446.03
sMItH miCHAEL,10/02/2024,Phone,782.67 USD
jOnEs LINDa,02-24-2024,Phone,904.16 EURO
jOHnsON SaRaH,03-04-2024,Laptop,674.23 USD
WILliaMs SaRAh,2024-02-06,Watch,829.55
wIllIaMS kArEn,2024/01/05,Headphones,304.45
BroWN MIcHAEL,2024/03/01,Watch,936.52
WilLIaMs saraH,04/01/2024,Phone,669.9
johnson KaRen,03-04-2024,Watch,737 EURO
jonES SARah,01-24-2024,Watch,735.86
willIAMs joHn,26/02/2024,Laptop,577 USD
BROWN joHN,2024/03/03,Phone,468.62
jOHnSON JohN,2024/02/29,Camera,242
JohnsOn michAEl,19/02/2024,Phone,280.64 USD
browN kAren,02-13-2024,Laptop,606.15 USD
SMIth SArah,06/02/2024,Camera,955
wIlLIaMs sarah,2024/02/15,Camera,962 EURO
jonEs kaRen,2024-01-27,Watch,613.97 EURO
johNsoN kARen,2024-03-01,Laptop,648 EURO
WILlIamS JohN,02-07-2024,Headphones,371.81
wiLlIaMS miCHaEL,01-19-2024,Headphones,429.72
jOhnson MiCHAeL,2024-02-07,Headphones,368.71
willIAMS sarah,09/02/2024,Laptop,101.83 EURO
brOwn joHN,2024/01/29,Laptop,235
smITH JOhn,2024/02/26,Watch,820 USD
BRoWN John,01-29-2024,Headphones,492 USD
BRown MIchaEL,2024/02/06,Headphones,104 USD
brOWn jOhn,01-16-2024,Phone,569.35
bRoWn MichAEl,16/02/2024,Headphones,330
johnsOn LInDA,12/01/2024,Headphones,440 USD
wILlIAms karEn,2024/02/26,Laptop,589.0
WillIAMS JoHn,2024/01/02,Phone,992 EURO
SmITh SArAH,2024/02/16,Laptop,152.59 EURO
JoHNsOn John,2024/02/03,Phone,342
johnSoN MicHaeL,01/01/2024,Laptop,916
BRoWn MichAEL,2024/03/04,Headphones,325 USD
wIlliAMS LInDa,02-08-2024,Laptop,965.35
bRoWN jOhn,02-08-2024,Watch,404.12 EURO
WilLiAms liNDA,2024/01/11,Laptop,318 USD
JonEs SARah,01-17-2024,Watch,969
jONES lINda,02-04-2024,Watch,471.5 USD
wIlLiamS SARAH,2024-03-02,Headphones,242
browN MIcHaEL,2024/02/13,Camera,950.12
SMITh SaRah,03/01/2024,Laptop,558 USD
smITh johN,2024/01/12,Laptop,70
jOHNsOn jOHn,2024-02-17,Camera,530 USD
wIlLiAMS SArAh,2024/01/26,Camera,207
WiLliAmS lInDA,2024/02/11,Headphones,559 USD
browN MicHAel,01-21-2024,Headphones,968.34
WIlLIamS mICHaEl,22/02/2024,Camera,308 EURO
wILliamS linDa,2024-02-09,Laptop,938 USD
JonEs liNDA,15/01/2024,Laptop,335.05
bROWn MIchael,05/02/2024,Camera,762 EURO
broWn SAraH,02-09-2024,Camera,846
brOwN SAraH,2024-01-01,Phone,301.41 EURO
jonEs miCHAel,2024-02-02,Phone,372.22 EURO
sMiTh lINDA,22/01/2024,Laptop,615.89 USD
BrOwn sARAH,21/01/2024,Laptop,648.88
JoneS jOHN,2024/02/15,Laptop,13.37 USD
jOhnsoN KARen,2024/02/01,Laptop,239 USD
smITH kaREn,03-04-2024,Camera,833
jONES MicHaeL,2024/01/28,Headphones,705.25 EURO
BrOWn KaREn,16/01/2024,Watch,365.34
JONes sARah,2024/01/21,Headphones,158
BROwn kAren,01-13-2024,Laptop,125.19 EURO
BrOWn JOHN,2024-02-21,Camera,918.36 EURO
jOnes JOhn,2024/01/06,Camera,808
wiLlIams MIcHaeL,2024-02-19,Laptop,326.91
wIlLiAms SArAh,2024-02-04,Watch,429
jONes Karen,2024-02-05,Watch,687 USD
BROwn MichAeL,2024-01-26,Laptop,65.26
SMith lINdA,2024-02-25,Camera,617.91 USD
JoNEs liNDA,01-14-2024,Camera,677
jones sARah,2024-02-01,Laptop,488.44 EURO
brOwN Linda,02-17-2024,Headphones,423
joHnSoN MICHAel,01-12-2024,Camera,152
WillIaMS John,02-23-2024,Watch,310.95
JOhNsoN KAren,2024-01-11,Watch,807
jOHnSoN JohN,02-02-2024,Laptop,811
sMIth lindA,2024-01-13,Phone,530.66 EURO
WILliAMs KaREN,10/02/2024,Laptop,342 USD
smiTH karEn,01-14-2024,Camera,208.27 USD
jOHNson saRAH,2024/02/02,Laptop,37.29
jONEs liNDA,02-16-2024,Phone,532.65 USD
bRown MicHaEl,2024/02/28,Watch,347
JohnsoN KAreN,31/01/2024,Headphones,441 USD
smith Karen,25/02/2024,Watch,243.02
sMITh kAREN,2024-01-17,Camera,424.58 USD
smiTh JohN,2024/01/12,Laptop,780
JoneS joHN,01-20-2024,Watch,380.64
sMiTh KaReN,01-05-2024,Phone,102 EURO
wilLiAMS SaraH,2024-02-17,Headphones,99.32
jOnEs KArEN,2024/01/02,Headphones,452 EURO
SMitH KarEN,2024/01/31,Camera,271.72
SmitH KAren,29/02/2024,Camera,974.48
johnSOn LInDa,12/02/2024,Laptop,419.84
bROwN kAReN,2024-01-29,Phone,690.98 USD
bROwN lINda,02-18-2024,Watch,881 USD
sMITh LiNda,2024-01-13,Headphones,457.85 USD
jOhNSon joHN,11/01/2024,Phone,637 USD
Brown mICHaeL,01-23-2024,Phone,738 USD
JOHnsOn MICHaEL,2024-02-04,Laptop,827.33
SMITh SAraH,02-11-2024,Laptop,963.25
JONes jOhN,02-15-2024,Watch,665.71
SMiTh LINda,2024/02/13,Laptop,924.79
brOWN jOHn,01-11-2024,Headphones,419.24
JoneS sARah,01-04-2024,Headphones,525 USD
JohNSon lInDa,25/02/2024,Headphones,311.09 USD
jOhnSON SaRah,2024-01-28,Laptop,278.74
brOWN SaRaH,2024/02/14,Laptop,424
willIAmS johN,2024-02-17,Watch,474 USD
smITh jOHN,2024/01/15,Watch,744.08
bRowN LinDA,02-13-2024,Laptop,128.17
joHNSON MICHaEl,2024/03/04,Laptop,501.57
BroWN joHN,2024-03-04,Laptop,400
jOnEs SArah,2024/02/05,Watch,878.39 EURO
JohNSON SaraH,05/01/2024,Headphones,890 USD
sMIth MiCHAEl,02-16-2024,Camera,344
WiLliAMs sarAh,2024-02-09,Phone,738.42
jOHNSon kaReN,2024-02-18,Laptop,262
JOnes jOhn,02-29-2024,Headphones,754.98
JohnSON jOHN,02-11-2024,Camera,398.25 EURO
jones kaReN,2024/02/17,Watch,897
JOHnson JOhn,14/02/2024,Laptop,952.85 EURO
WiLlIamS KAReN,02/03/2024,Camera,872
Smith SARAH,2024-02-24,Watch,749.94
BROwn sArah,02-05-2024,Watch,13.59
jonES MIChaeL,13/02/2024,Phone,841 USD
wIlLiams LINDa,02-28-2024,Laptop,531.95 USD
SmItH kArEN,14/02/2024,Laptop,910
jones MiChael,2024-03-03,Phone,24.15 USD
BROWN joHN,02-11-2024,Headphones,622.81 USD
JOHnson karEn,2024/02/25,Headphones,380.54 EURO
WilliaMS SArah,03/02/2024,Watch,747.22 USD
sMiTH saRAh,2024/02/19,Camera,721.5 USD
JOHnSOn jOhn,2024/01/27,Watch,376.24 EURO
smITh joHn,02-27-2024,Camera,651.89 USD
JonEs Karen,02-25-2024,Headphones,798.62
bRoWN john,29/01/2024,Camera,525.45
SMITH SAraH,2024/01/28,Phone,14
Brown karen,03/02/2024,Headphones,920.95 EURO
brown MicHael,2024/01/10,Laptop,390.72 USD
wiLLiamS SaRAh,2024/02/15,Headphones,131
BrOWn sarAH,2024/02/26,Watch,916
smItH SaRah,2024-01-12,Camera,326 EURO
joNeS miCHael,2024-01-04,Phone,682
sMItH MIcHAel,2024-02-13,Laptop,803 EURO
WillIams MiChael,2024-03-01,Laptop,942.48
jOhNson john,02-04-2024,Headphones,319 USD
BRoWN Karen,2024-03-02,Phone,788.4
joHNson kAren,02-21-2024,Camera,532.89
jONeS mICHAel,06/01/2024,Phone,954.42
SmiTh sArAh,2024/02/05,Phone,145.86 EURO
wilLiaMs mIchaEL,12/02/2024,Watch,493.7
BRowN mICHAEL,27/02/2024,Phone,64 USD
smItH KaReN,09/01/2024,Headphones,572.24
BrOwN jOhN,2024-03-04,Camera,841 EURO
sMITh SaRAh,2024/02/12,Headphones,986 USD
smiTH miCHaEL,2024-02-06,Laptop,741
bROWN John,14/01/2024,Phone,254.62
joHNSon JOHN,2024/02/09,Watch,980.64 EURO
joHNsoN KAreN,02-18-2024,Camera,234
SMith LindA,05/01/2024,Watch,156
WiLLiAMS LINdA,15/02/2024,Headphones,515
WiLliAmS joHn,01-06-2024,Watch,655.62 EURO
wIlliamS miChAEl,01-12-2024,Laptop,889 USD
JONeS SAraH,11/02/2024,Camera,428.77
WILLIAmS MiChaEL,2024-02-14,Watch,523.91 EURO
smITH JohN,11/02/2024,Headphones,874.58 EURO
SmiTh JOhn,2024/02/17,Laptop,668
jOhNsoN LiNDA,2024-01-06,Watch,521.31
smiTh KaREN,2024-01-07,Watch,18.91 USD
SmIth LiNDA,01-30-2024,Phone,634 EURO
sMIth SaraH,07/02/2024,Laptop,383.25
BROwN jOhn,2024-01-22,Camera,391 EURO
joNes kaREn,2024-02-21,Headphones,312.5
BrOwN miChAeL,03/03/2024,Laptop,919.69 USD
BROWn JohN,26/01/2024,Laptop,766.7
jOhNsoN mICHAEl,02-14-2024,Watch,139 EURO
JonEs KAreN,15/02/2024,Phone,332.56
WilLIAMS micHaeL,01-24-2024,Camera,726.32 EURO
WiLLIAMs mIchAEL,2024-02-09,Phone,868
johnsOn SaRah,2024/01/12,Headphones,634.13
smITh KaREn,01-27-2024,Watch,393.92 EURO
BrOWn KaREn,24/02/2024,Camera,425
sMith mICHAEl,23/01/2024,Watch,799.52 USD
smitH michael,2024-01-06,Watch,417.04 EURO
WILliAms JOhn,2024-02-19,Camera,644
jOHnsOn LInDa,2024/01/30,Headphones,198
JoNES sarAh,04/01/2024,Camera,922 USD
SmITh kaReN,2024/02/19,Headphones,650.92 EURO
BROwN Michael,01-02-2024,Laptop,779.0
SmIth SARah,2024/01/19,Camera,177
bRoWN JoHN,26/02/2024,Laptop,482.22
WILlIaMS joHn,2024-02-28,Laptop,556.17 EURO
wILliaMS MIChAeL,24/02/2024,Headphones,534.72 EURO
SMiTH SArah,2024/02/03,Watch,377.48
jOhnsON KareN,2024-01-20,Camera,199.23 USD
BrOWN kArEN,2024/01/26,Watch,160.74 EURO
JonES sARAH,10/01/2024,Phone,419
wiLLIaMs kAREN,02-15-2024,Camera,57.33
WIlLIaMs joHn,2024/01/13,Headphones,27.04 USD
JohnsON KAreN,29/01/2024,Camera,657 EURO
WIlLiAMS jOhn,2024/01/14,Headphones,326.93 USD
smITh miChAEl,02-12-2024,Camera,918.61 USD
bROWn LiNDA,03-01-2024,Laptop,254.33
jOnES mIChaEL,01-17-2024,Headphones,171.21
wiLLIAms LiNDA,2024/02/21,Camera,70
WIlLiAmS liNDa,2024-01-11,Phone,112 USD
JOnes SARah,01-18-2024,Watch,859 EURO
joHnSOn LiNdA,2024/01/30,Laptop,564.89
wiLLIamS jOhN,2024-01-25,Headphones,26.28 USD
wiLLIAMS KAREn,05/02/2024,Headphones,908
jOhNSon liNda,01-23-2024,Headphones,436.16
bRown mIcHAeL,02-19-2024,Laptop,609 EURO
broWN lInDA,21/01/2024,Headphones,33.93
sMith SaRAh,02-13-2024,Laptop,115.89
JOHNSon linDA,2024-02-07,Headphones,510.89 EURO
JOhnson lIndA,26/02/2024,Camera,205.81
BroWN sARAh,01-11-2024,Phone,998.56 EURO
jOhnSON SarAH,01-08-2024,Camera,291 USD
JONES kARen,02-02-2024,Phone,61.18
WillIaMs KarEn,02-27-2024,Headphones,380
BrOwN MICHaEl,2024-02-23,Headphones,191 EURO
smITH MIchael,2024-02-13,Laptop,930
JoNeS sARaH,01-20-2024,Watch,533
BrOWN miCHAEl,2024-01-16,Headphones,475 EURO
bRoWN sARaH,22/02/2024,Laptop,580
wilLIams SaRaH,01-21-2024,Laptop,749
wIlliAMs saRAh,30/01/2024,Headphones,952 USD
WillIAmS lINDA,2024/02/06,Laptop,818
SmITh micHAEl,25/01/2024,Watch,201.8 EURO
SmIth lInda,21/02/2024,Phone,250 EURO
WillIAms sARAH,2024-01-01,Camera,751
JonES KArEn,2024-02-18,Phone,520 EURO
wIlLiams KarEn,2024/01/16,Watch,692.19
wiLliAmS mIChaEL,01-15-2024,Camera,577
jOhnSON MIcHAeL,2024-02-23,Camera,468
JoneS karen,09/01/2024,Camera,957.91 USD
smIth KAREN,06/01/2024,Headphones,976.99 USD
jonES miChael,02-26-2024,Camera,769
BroWN SARAH,2024-01-31,Laptop,75.34
wILLIAmS SARah,2024/02/12,Headphones,780 EURO
JonEs lINDa,27/01/2024,Laptop,88.71 EURO
BRowN KARen,28/02/2024,Laptop,492.34 USD
BROWn john,2024/02/24,Headphones,20.76
wiLLiAMs sarAh,2024/01/04,Headphones,741
WILliAmS JOhn,21/01/2024,Phone,187
broWN MiCHAeL,2024-02-10,Phone,867 USD
BrOwn LInda,2024-02-19,Camera,486.3 EURO
JoHNsOn jOHN,15/01/2024,Laptop,828.87 USD
wiLLIAmS JOHN,2024/02/14,Watch,869.64 USD
wIllIaMs JOhN,2024/01/18,Camera,966.41 USD
brOwn miChaEL,01-23-2024,Watch,680.43 USD
SMitH joHn,2024/01/02,Camera,883 EURO
SMITh lindA,31/01/2024,Camera,455.61 EURO
sMIth JOhn,05/01/2024,Watch,266.03
sMITh SArAH,01-08-2024,Headphones,231.0
jONEs michaEL,02-23-2024,Headphones,697.13
joneS JoHN,02-05-2024,Camera,13.96
brOwN kaReN,2024/02/03,Camera,357 EURO
Brown LINda,15/02/2024,Watch,983 USD
sMiTH kaRen,2024/03/02,Headphones,597.75
WillIamS SarAH,26/02/2024,Laptop,951.2 EURO
sMItH SARAH,2024/03/02,Watch,705.65 EURO
SMITh joHN,2024/02/24,Watch,958.89
WilliaMs lINdA,2024/02/10,Camera,654.58 USD
SMiTh sARah,2024/02/27,Laptop,35.73 EURO
JOhNsON mIchaEL,23/01/2024,Laptop,416.05
JOneS SaRaH,01-31-2024,Headphones,808 EURO
bROWn john,04/01/2024,Camera,583.22
JohnSON linDa,01-05-2024,Laptop,423 EURO
SMitH sarah,14/01/2024,Headphones,452.5
sMITh saRAh,2024-01-24,Watch,835.11
wILLiAMS joHN,2024-01-30,Laptop,930
JONes KAReN,2024-02-06,Phone,261.07
wiLLIAMs mIchAel,2024/02/25,Headphones,691
SMItH MIChaEl,01-02-2024,Watch,171.45 USD
SmiTh LiNDa,2024-01-04,Watch,819 USD
bRown KaREn,06/02/2024,Watch,583
JoHNsoN john,01-25-2024,Camera,879 USD
BROwn KAreN,01/01/2024,Phone,91 EURO
SMItH JohN,2024-01-12,Laptop,598
wIlLiAmS SARaH,02-07-2024,Camera,654.23 USD
BrOWn jOHN,27/01/2024,Camera,909
JoNes liNDA,2024-02-18,Phone,844
JOhNsOn jOHN,2024/02/15,Laptop,199.44
WiLLiamS lInDa,24/02/2024,Laptop,995
BrOwN LinDA,2024/01/11,Phone,105 EURO
smitH joHN,01-23-2024,Watch,598
JOHNsOn john,01-31-2024,Camera,605
WiLlIAmS jOHN,2024/01/14,Headphones,489.22 USD
brown SArAh,11/01/2024,Watch,399.6 USD
SMItH John,16/02/2024,Camera,429 EURO
wIlliAms LinDa,2024-03-04,Watch,453
JoHNson KArEn,2024/02/17,Phone,58 EURO
wilLIaMS mIcHAEl,2024/01/30,Laptop,628
BrOwN SAraH,01-15-2024,Laptop,263
WilLIAMs jOhn,2024-01-19,Camera,969.02 EURO
WiLLIams sArah,02-19-2024,Watch,634
WIlliams mICHAEL,01-25-2024,Phone,998 EURO
brOWN mIcHael,06/01/2024,Watch,704.32
JOhNSon lindA,2024/02/17,Laptop,854
sMiTH joHn,01-30-2024,Watch,112.06 USD
bRoWN michaEL,2024/01/22,Phone,300
joNeS KarEn,01-30-2024,Watch,147.22 EURO
jOhNsON kARen,01/02/2024,Headphones,367.67 EURO
johNSOn KAreN,23/01/2024,Laptop,19.25
bRowN saRAh,01-31-2024,Phone,463
joHnson kAReN,2024/02/20,Camera,371
jONEs karEN,2024-02-05,Headphones,528
jOnES lindA,12/02/2024,Headphones,337 USD
bROwN mIchAEl,06/01/2024,Phone,198.04 USD
wiLLiaMs LInDa,13/01/2024,Watch,626.46 USD
BROWN kaREN,01-01-2024,Watch,259 EURO
wiLLIaMS jOHN,01-05-2024,Headphones,20
Brown KaRen,01-11-2024,Camera,507 USD
smITH KAREn,2024-01-11,Phone,72 USD
brOWn jOhn,2024-02-29,Phone,335.15 USD
BROWN JoHn,2024/02/26,Laptop,358
jOHnsOn John,01-24-2024,Watch,910
JoHNSON lINDA,29/01/2024,Headphones,333 EURO
jOhnSON jOhN,01-17-2024,Headphones,867
Smith LINdA,08/02/2024,Laptop,166 EURO
BRoWn MichAEl,2024/01/03,Camera,180.87 EURO
JOHNson KarEN,2024-03-04,Phone,174.61
JoNES JoHN,2024-01-14,Headphones,335
JOnes miChAEL,2024-02-24,Camera,127 EURO
Smith kAren,2024-01-21,Phone,308.9
jONeS saraH,2024-02-27,Phone,214.66
wILLiaMS miChAEL,2024-02-24,Watch,164.6 EURO
brOWn SAraH,2024-01-04,Watch,674 EURO
broWN JOHn,20/01/2024,Headphones,908
JoNes kARen,02-12-2024,Watch,575.51 USD
SMitH mIChAel,2024/02/12,Laptop,383.51 USD
JOhNSOn micHael,2024-02-15,Camera,634
WilLiaMs KareN,05/01/2024,Laptop,879
jOneS mICHAeL,01-22-2024,Camera,859
WilLIaMS sARaH,2024/02/27,Laptop,820
JoHNSon LInda,02-22-2024,Headphones,979
BRoWn lindA,2024-01-11,Camera,753
brown Karen,02-06-2024,Camera,874 USD
JoHNSon KaReN,08/02/2024,Watch,731.66
jONes kAREn,27/02/2024,Phone,786.43 EURO
jONES JOHn,2024/01/16,Camera,66 EURO
JoHnSoN jOhn,2024/01/05,Camera,476
WILliAmS SaRah,23/02/2024,Watch,584.73 EURO
WilliAMS KAren,2024-01-24,Watch,27.6 EURO
wIlliams Karen,03/01/2024,Phone,134
jOhNsoN MicHaEL,02-11-2024,Camera,670
Brown JoHn,2024-01-31,Laptop,432 USD
WILlIAMS jOHn,2024/02/21,Phone,780.22
BROwn LINDa,2024-01-17,Camera,947 USD
wIlLIams lInDA,2024/02/18,Camera,224.88 EURO
SmiTh mIcHAel,2024/02/02,Phone,58 USD
SmitH kaRen,02-15-2024,Phone,965.34 EURO
smiTH michAel,2024/02/18,Headphones,163.43
BroWn KareN,2024/01/23,Watch,460.05
brOWn micHAEl,2024/02/15,Laptop,703
williamS MIchAEL,01-08-2024,Headphones,410.36
wIlLIAMs mIChaEl,2024/01/16,Watch,640.27
WILliAms Linda,2024-02-03,Laptop,847 EURO
